fare_amount,dayofweek,hourofday,pickuplon,pickuplat,dropofflon,dropofflat,passengers,key
3.5,Fri,13,-73.955841064453125,40.779319763183594,-73.959197998046875,40.774616241455078,1.0,key
3.5,Sat,13,-73.974517,40.77828,-73.977073,40.77937,1.0,key
3.5,Thu,14,-73.985103,40.763412,-73.983272,40.765562,1.0,key
3.5,Sat,14,-73.949755,40.776532,-73.95319,40.779922,1.0,key
3.5,Thu,14,-73.952808,40.772335,-73.951703,40.769532,6.0,key
3.5,Sat,14,-73.982397,40.774005,-73.98223,40.769157,5.0,key
3.5,Mon,14,-73.974942,40.790232,-73.979252,40.78936,2.0,key
3.5,Thu,14,-73.948897,40.776655,-73.953737,40.778772,1.0,key
3.5,Sat,14,-73.962702,40.7754,-73.958311,40.781766,1.0,key
3.5,Wed,14,-73.9808349609375,40.753246307373047,-73.9847640991211,40.747882843017578,2.0,key
3.5,Sat,14,-74.003959655761719,40.713172912597656,-73.999130249023438,40.7137336730957,1.0,key
3.5,Mon,14,-73.972452,40.757993,-73.97282,40.75603,5.0,key
3.5,Thu,14,-74.002812,40.728192,-73.997043,40.72546,1.0,key
3.5,Sat,15,-73.9686,40.791716,-73.964102,40.792346,1.0,key
3.5,Thu,15,-73.967972,40.755442,-73.96927,40.749992,1.0,key
3.5,Tue,15,-73.9552001953125,40.772941589355469,-73.954841613769531,40.769378662109375,1.0,key
3.5,Sun,16,-73.977512,40.78934,-73.97842,40.785705,1.0,key
3.5,Mon,16,-73.97741,40.787025,-73.974322,40.783632,1.0,key
3.5,Mon,16,-73.988761901855469,40.773998260498047,-73.986335754394531,40.778774261474609,1.0,key
3.5,Thu,18,-73.947887,40.783497,-73.9521,40.777451,1.0,key
3.5,Tue,18,-73.959663391113281,40.78253173828125,-73.956329345703125,40.778980255126953,1.0,key
3.5,Mon,18,-73.997267,40.740093,-73.999345,40.736734,1.0,key
3.5,Wed,18,-73.979081,40.777257,-73.982428,40.779809,1.0,key
3.5,Mon,18,-73.982722,40.77228,-73.981888,40.769356,1.0,key
3.5,Mon,18,-73.953697204589844,40.775424957275391,-73.9559326171875,40.772029876708984,1.0,key
3.5,Sat,19,-73.950553,40.783315,-73.945829,40.790169,1.0,key
3.5,Fri,19,-73.957931518554688,40.781967163085938,-73.952644348144531,40.781646728515625,2.0,key
3.5,Tue,19,-73.983768,40.749649,-73.987766,40.744474,1.0,key
3.5,Fri,19,-73.991003,40.717338,-73.990042,40.719001,1.0,key
3.5,Sun,19,-73.988743,40.774054,-73.985712,40.768954,1.0,key
3.5,Tue,19,-73.985832214355469,40.755683898925781,-73.9893569946289,40.758430480957031,1.0,key
3.5,Thu,19,-73.97113037109375,40.76666259765625,-73.974601745605469,40.762081146240234,1.0,key
3.5,Sat,20,-74.005862,40.736648,-74.000367,40.738663,3.0,key
3.5,Tue,20,-73.977143,40.757981,-73.977648,40.753234,1.0,key
3.5,Wed,20,-73.972854614257812,40.763664245605469,-73.9691390991211,40.761581420898438,1.0,key
3.5,Thu,21,-73.994004,40.727158,-73.990002,40.732872,1.0,key
3.5,Mon,21,-73.982162,40.778182,-73.976072,40.765632,1.0,key
3.5,Mon,21,-73.97472,40.787602,-73.973377,40.783627,1.0,key
3.5,Tue,21,-73.960165,40.761982,-73.95642,40.767952,1.0,key
3.5,Thu,21,-73.989193,40.730571,-73.987048,40.736337,1.0,key
3.5,Tue,21,-73.951502,40.7739,-73.94837,40.778152,1.0,key
3.5,Tue,21,-73.968183,40.802172,-73.970752,40.798552,1.0,key
3.5,Tue,21,-74.001065,40.731587,-74.003255,40.733067,5.0,key
3.5,Mon,21,-73.98854,40.758977,-73.98558,40.762827,2.0,key
3.5,Tue,21,-73.949977,40.780195,-73.953215,40.77841,1.0,key
3.5,Wed,21,-73.96543,40.759282,-73.970282,40.752578,1.0,key
3.5,Mon,21,-73.960614,40.772193,-73.963466,40.768576,1.0,key
3.5,Tue,22,-73.965393,40.800857,-73.961532,40.805385,2.0,key
3.5,Tue,22,-73.972717,40.785882,-73.977322,40.787692,1.0,key
3.5,Tue,22,-73.98283,40.744937,-73.979472,40.749452,6.0,key
3.5,Sat,23,-73.988165,40.723532,-73.987505,40.72938,1.0,key
3.5,Sun,23,-73.966953,40.793747,-73.97002,40.794757,5.0,key
3.5,Sat,23,-73.996132,40.743307,-73.989863,40.741437,2.0,key
3.5,Mon,23,-73.952892,40.727538,-73.950978,40.724085,1.0,key
3.5,Thu,23,-73.955701,40.779383,-73.960916,40.772231,1.0,key
3.5,Mon,23,-73.958802,40.759927,-73.96235,40.761297,3.0,key
3.5,Thu,23,-73.976416,40.739823,-73.981449,40.743104,1.0,key
3.5,Sat,23,-73.96834,40.759775,-73.963465,40.765977,5.0,key
4,Sun,0,-73.995188,40.749988,-73.99075,40.755983,1.0,key
4,Tue,0,-73.983981,40.731835,-73.982661,40.739117,1.0,key
4,Fri,0,-73.990385,40.756637,-73.988725,40.759742,1.0,key
4,Fri,0,-73.966763,40.772618,-73.95473,40.766923,1.0,key
4,Fri,0,-73.983202,40.730682,-73.97951,40.734805,2.0,key
4,Mon,0,-73.941762,40.700726,-73.946248,40.707813,1.0,key
4,Sat,1,-73.982456,40.731547,-73.977269,40.738772,1.0,key
4,Sun,1,-73.983275,40.685213,-73.979405,40.681615,1.0,key
4,Thu,1,-73.986778,40.741509,-73.980522,40.738009,2.0,key
4,Sat,2,-73.915219,40.763937,-73.919139,40.758871,1.0,key
4,Sun,2,-73.961967468261719,40.713516235351562,-73.957977294921875,40.7177734375,1.0,key
4,Sat,2,-73.99502,40.721392,-73.987845,40.724157,1.0,key
4,Sat,2,-73.990612,40.686557,-73.987283,40.687797,1.0,key
4,Sat,2,-73.949887,40.780647,-73.95465,40.780752,1.0,key
4,Wed,2,-73.962268,40.710134,-73.954676,40.707203,1.0,key
4,Wed,3,-73.940808,40.798325,-73.934535,40.803135,1.0,key
4,Fri,3,-73.987978,40.718977,-73.988655,40.723017,1.0,key
4,Thu,4,-73.97971,40.73958,-73.98641,40.7407,3.0,key
4,Thu,4,-73.9888,40.75882,-73.99517,40.76033,1.0,key
4,Sun,4,-73.986811,40.725609,-73.98092,40.733719,1.0,key
4,Thu,4,-73.986187,40.740582,-73.99237,40.737817,5.0,key
4,Sat,4,-73.99085,40.76078,-73.99893,40.75455,5.0,key
4,Thu,4,-73.913807,40.753453,-73.904156,40.753523,1.0,key
4,Thu,5,-73.978519,40.745037,-73.976842,40.751784,1.0,key
4,Mon,5,-73.988806,40.757615,-74.000867,40.751277,1.0,key
4,Thu,6,-73.993657,40.746797,-73.99068,40.745387,1.0,key
4,Thu,6,-73.988445,40.722758,-73.98022,40.726367,1.0,key
4,Fri,6,-73.963941,40.757137,-73.958271,40.764798,1.0,key
4,Fri,6,-74.014552,40.717036,-74.014565,40.710074,1.0,key
4,Thu,6,-73.982467,40.74851,-73.976882,40.755442,1.0,key
4,Wed,6,-73.949044,40.776791,-73.956871,40.779155,1.0,key
4,Tue,6,-73.99145,40.754732,-73.983762,40.749454,1.0,key
4,Thu,6,-73.965525,40.76295,-73.957465,40.766557,1.0,key
4,Thu,6,-73.987494,40.738864,-73.992447,40.730385,1.0,key
4,Thu,6,-73.955712,40.779235,-73.956855,40.775105,2.0,key
4,Fri,6,-73.955764770507812,40.779323577880859,-73.96319580078125,40.775112152099609,1.0,key
4,Wed,6,-73.994985,40.76049,-73.98926,40.768285,1.0,key
4,Thu,6,-73.981065,40.767472,-73.971237,40.763438,2.0,key
4,Fri,7,-73.989059448242188,40.768486022949219,-73.984535217285156,40.7681999206543,1.0,key
4,Thu,7,-73.956555,40.78086,-73.960098,40.777175,3.0,key
4,Tue,7,-73.977695,40.789105,-73.97327,40.79528,1.0,key
4,Tue,7,-74.00133,40.731047,-73.99623,40.738097,1.0,key
4,Mon,7,-74.008590698242188,40.719753265380859,-74.010871887207031,40.716423034667969,1.0,key
4,Tue,7,-73.98558,40.735435,-73.990963,40.730735,1.0,key
4,Sat,7,-73.983494,40.759679,-73.978159,40.756977,2.0,key
4,Fri,8,-73.970785,40.764334,-73.965606,40.772937,1.0,key
4,Thu,8,-73.967514038085938,40.757770538330078,-73.9715805053711,40.752403259277344,1.0,key
4,Thu,8,-73.990558,40.745825,-73.98607,40.751522,1.0,key
4,Fri,8,-73.97987,40.743297,-73.976575,40.747847,1.0,key
4,Fri,8,-73.957847,40.773702,-73.958457,40.778257,1.0,key
4,Mon,8,-73.994817,40.725855,-73.991025,40.729747,1.0,key
4,Thu,8,-73.960397,40.775882,-73.955532,40.781892,1.0,key
4,Mon,8,-73.973293,40.750483,-73.977593,40.749627,5.0,key
4,Fri,8,-73.97672,40.755802,-73.972837,40.76121,5.0,key
4,Sat,8,-73.975095,40.787702,-73.974615,40.783137,1.0,key
4,Fri,8,-73.95412,40.78576,-73.95767,40.783067,1.0,key
4,Thu,8,-73.991805,40.747577,-73.995425,40.746962,1.0,key
4,Mon,8,-73.971677,40.792245,-73.966463,40.799477,1.0,key
4,Sat,8,-73.9611,40.78075,-73.96712,40.7725,1.0,key
4,Mon,8,-73.974245,40.77851,-73.969892,40.784397,1.0,key
4,Fri,8,-73.991237,40.732692,-73.996285,40.725787,1.0,key
4,Sat,8,-74.008748,40.738847,-74.008955,40.731042,5.0,key
4,Fri,8,-73.984085,40.746352,-73.988987,40.750302,2.0,key
4,Sat,8,-73.964025,40.761247,-73.96291,40.757557,1.0,key
4,Mon,8,-73.841057,40.720355,-73.846705,40.72288,1.0,key
4,Mon,8,-73.95199,40.77353,-73.958772,40.77668,6.0,key
4,Thu,8,-73.979141235351562,40.757526397705078,-73.981124877929688,40.760814666748047,1.0,key
4,Sat,8,-73.974112,40.788955,-73.968222,40.797127,2.0,key
4,Fri,8,-74.002368,40.734297,-74.005605,40.725132,1.0,key
4,Fri,8,-73.972742,40.75793,-73.973735,40.759425,1.0,key
4,Wed,8,-73.983944,40.738234,-73.987452,40.733136,1.0,key
4,Mon,8,-73.976446,40.755055,-73.972802,40.759027,1.0,key
4,Fri,8,-73.97044,40.783987,-73.97644,40.78244,5.0,key
4,Thu,8,-73.961877,40.773717,-73.962777,40.776602,1.0,key
4,Fri,8,-73.986777,40.687752,-73.992197,40.689787,6.0,key
4,Wed,8,-73.987175,40.751052,-73.981097,40.747437,1.0,key
4,Fri,8,-73.990783,40.734815,-73.990783,40.734815,1.0,key
4,Wed,9,-73.976819,40.759332,-73.980695,40.753576,1.0,key
4,Fri,9,-73.962275,40.779082,-73.956652,40.783115,1.0,key
4,Fri,9,-74.005202,40.706737,-74.012802,40.70227,2.0,key
4,Fri,9,-73.986754,40.749797,-73.996444,40.754327,1.0,key
4,Tue,9,-73.852180480957031,40.726646423339844,-73.848312377929688,40.7305908203125,1.0,key
4,Tue,10,-73.956591,40.768116,-73.962556,40.76659,1.0,key
4,Fri,10,-73.979644775390625,40.746452331542969,-73.984825134277344,40.741207122802734,1.0,key
4,Sat,10,-73.944625854492188,40.779499053955078,-73.950523376464844,40.776561737060547,1.0,key
4,Mon,11,-73.997833251953125,40.746150970458984,-74.000778198242188,40.751422882080078,2.0,key
4,Sun,11,-73.981338,40.780915,-73.977594,40.787919,1.0,key
4,Mon,11,-73.970284,40.765629,-73.966258,40.77082,4.0,key
4,Wed,11,-73.94616,40.781614,-73.94341,40.788598,1.0,key
4,Sun,11,-73.948521,40.784944,-73.95261,40.783581,1.0,key
4,Wed,11,-73.995568,40.725235,-74.005343,40.728581,1.0,key
4,Fri,12,-73.95631,40.76334,-73.952593,40.768455,1.0,key
4,Mon,12,-73.96273,40.79935,-73.967716,40.801304,1.0,key
4,Tue,12,-73.988598,40.731036,-73.989617,40.735486,1.0,key
4,Wed,12,-74.014892578125,40.714523315429688,-74.011505126953125,40.714756011962891,5.0,key
4,Wed,12,-73.96514892578125,40.7549934387207,-73.9649429321289,40.759235382080078,1.0,key
4,Thu,12,-73.974632,40.750385,-73.969278,40.758793,1.0,key
4,Tue,12,-73.994512,40.690146,-74.000056,40.719361,1.0,key
4,Fri,12,-73.970108032226562,40.765228271484375,-73.969032287597656,40.769203186035156,3.0,key
4,Thu,12,-73.969684,40.768643,-73.963741,40.774032,1.0,key
4,Sat,13,-73.978937,40.747712,-73.98392,40.740872,5.0,key
4,Sat,13,-73.964953,40.755782,-73.967192,40.753672,2.0,key
4,Sun,13,-73.966949,40.793659,-73.972472,40.791282,1.0,key
4,Sat,13,-73.992255,40.730687,-73.990227,40.735152,1.0,key
4,Sun,13,-73.9597396850586,40.762668609619141,-73.953903198242188,40.766838073730469,1.0,key
4,Tue,13,-73.9835205078125,40.750286102294922,-73.988693237304688,40.742317199707031,1.0,key
4,Sat,13,-73.959785,40.77385,-73.966527,40.77237,1.0,key
4,Sat,13,-73.939047,40.790935,-73.961287,40.775027,5.0,key
4,Sat,13,-73.96948,40.74901,-73.97485,40.75347,2.0,key
4,Mon,13,-73.994736,40.74001,-73.997721,40.744992,1.0,key
4,Sat,13,-73.982727,40.746515,-73.978587,40.751815,1.0,key
4,Sat,13,-73.979735,40.767183,-73.984322,40.759913,1.0,key
4,Sat,13,-73.966837,40.793843,-73.967885,40.787398,4.0,key
4,Sat,13,-73.95953,40.814252,-73.961622,40.810307,1.0,key
4,Sun,13,-74.006532,40.731835,-74.002298,40.739897,1.0,key
4,Sat,13,-74.002407,40.729077,-73.997695,40.732827,5.0,key
4,Sat,13,-73.96023,40.762567,-73.957203,40.766337,6.0,key
4,Sun,13,-73.982609,40.774372,-73.980377,40.780362,1.0,key
4,Mon,14,-73.999852,40.717792,-74.004487,40.716572,1.0,key
4,Sat,14,-73.967885,40.759596,-73.967476,40.765377,1.0,key
4,Mon,14,-73.98082,40.74505,-73.98834,40.74587,1.0,key
4,Mon,14,-73.976676940917969,40.780338287353516,-73.981437683105469,40.780986785888672,1.0,key
4,Thu,14,-73.962132,40.805387,-73.962905,40.799132,2.0,key
4,Sat,14,-73.989142,40.777217,-73.983148,40.781027,1.0,key
4,Mon,14,-73.984736,40.77429,-73.981271,40.781077,1.0,key
4,Thu,14,-73.96395,40.773002,-73.96675,40.772302,1.0,key
4,Sat,14,-73.992992,40.76848,-73.987478,40.766207,1.0,key
4,Sat,14,-73.974367,40.763512,-73.98075,40.765152,1.0,key
4,Thu,14,-73.97627,40.744355,-73.982265,40.735967,1.0,key
4,Sat,14,-73.976478576660156,40.785564422607422,-73.9760971069336,40.792411804199219,2.0,key
4,Sat,14,-74.00633,40.733212,-74.003802,40.738322,1.0,key
4,Thu,14,-73.96486,40.755813,-73.962361,40.754906,1.0,key
4,Thu,14,-73.982195,40.771427,-73.982252,40.776257,1.0,key
4,Sat,14,-73.990945,40.745297,-73.98814,40.750347,2.0,key
4,Mon,14,-73.955415,40.768642,-73.956867,40.774252,1.0,key
4,Sat,14,-73.988517,40.758847,-73.986782,40.76222,1.0,key
4,Sat,14,-73.962268,40.770677,-73.966992,40.763937,6.0,key
4,Mon,14,-73.97308,40.75555,-73.97529,40.7507,2.0,key
4,Thu,14,-74.001268,40.726007,-74.005485,40.725592,6.0,key
4,Thu,15,-74.000485,40.742507,-74.000485,40.742507,1.0,key
4,Fri,15,-73.980681,40.784713,-73.98597,40.777182,1.0,key
4,Sun,15,-73.969555,40.790236,-73.976249,40.780997,1.0,key
4,Thu,15,-73.97339,40.75751,-73.97085,40.75997,2.0,key
4,Tue,15,-73.966152,40.757646,-73.972853,40.748728,2.0,key
4,Sun,15,-73.9906997680664,40.750831604003906,-73.988456726074219,40.748752593994141,1.0,key
4,Sat,15,-74.008598327636719,40.745563507080078,-74.005706787109375,40.745662689208984,2.0,key
